,name,categories,lat,lng
0,JFK International Airport,Airport Terminal,33.263783854957865,-7.580688997591874
1,La lune,Café,33.26352508213448,-7.581191792087233
2,Romance store,Cosmetics Shop,33.270771010731025,-7.584857940673828
3,TAJ EDDAHABI,Coffee Shop,33.2631916570436,-7.580768385954463
