,name,categories,lat,lng
0,Kacemi Athletic Union Of Bodybuilding And Weightlifting Association (جمعية الإتحاد الرياضي القاسمي لحمل الأثقال وكمال الأجسام),Gym / Fitness Center,34.225849,-5.713486
1,Chilaton,Café,34.222848,-5.710568
2,Av. Hassan II,Plaza,34.22318874220014,-5.707677647857399
