,name,categories,lat,lng
0,gare routiere sefrou,Bus Station,33.82464934244463,-4.832335538464465
1,Bar Amalou Kander,Bar,33.82212625079294,-4.835291891767365
2,akhawayn,Café,33.82421337236725,-4.837418133945843
3,Café Anciens Combatants,Café,33.827625,-4.8359632
4,Sakaya Cafe,Café,33.8216963250451,-4.835464954376221
5,Sefrou Souq,Shop & Service,33.82728919737255,-4.829607009887695
