,name,categories,lat,lng
0,café Le Pin,Café,32.67969955796097,-4.740337503363734
1,Gare Routière de Midelt,Bus Station,32.6794204072888,-4.739609779845708
2,Café Safari,Coffee Shop,32.68072815575383,-4.737209371354526
3,Restaurant Merzouga Chez Cherif,Restaurant,32.68164664208995,-4.743132253465663
4,"Midelt, Morocco",Travel & Transport,32.68142988848187,-4.744377136230469
5,مُنير مول الضيطاي,Smoke Shop,32.68020175796835,-4.734807014465332
