,name,categories,lat,lng
0,Mille Délices,Diner,33.917173577340854,-6.920412930566916
1,Marino's,Diner,33.91655745285772,-6.921026704395132
2,Café Mon Frère,Café,33.91889731248174,-6.923363700377655
3,Piano Café,Café,33.91482465016194,-6.923568110304076
4,Acima,Shopping Mall,33.91964859189784,-6.9237934860889405
