,name,categories,lat,lng
0,Snack Aziz,Fast Food Restaurant,33.614924,-7.121293
1,Marché Nejma,Market,33.618167877197266,-7.126090049743652
2,مقهي الوفاق,Café,33.61302379061897,-7.121618712779976
