,name,categories,lat,lng
0,Espace Riad 17,Café,33.63489536369964,-7.450297523887842
1,Espace Al ARCHANI,Restaurant,33.635628,-7.448821
2,Chwa 17,Moroccan Restaurant,33.637740414116514,-7.4472548294098075
