,name,categories,lat,lng
0,Marjane,Shopping Mall,34.23151425650496,-4.008443355560303
1,Taza Train Station,Train Station,34.232472242765134,-4.00850772857666
2,Gare de Taza,Train Station,34.23280816722319,-4.008718307439143
3,ONCF Gare De Taza,Train Station,34.233201072954806,-4.008478130197639
4,ONCF Gare de Taza محطة القطار تازة,Train Station,34.233318,-4.008723
